id,lat,lon,user,uid,version,changeset,timestamp
4641458754,36.1207463,-86.6657871,THolt,5217232,1,45611529,2017-01-29T05:45:36Z
4641458769,36.1166369,-86.6672283,THolt,5217232,1,45611529,2017-01-29T05:45:36Z
4641458789,36.1135463,-86.6694544,THolt,5217232,1,45611529,2017-01-29T05:45:36Z
4641458804,36.1240326,-86.6619504,THolt,5217232,1,45611529,2017-01-29T05:45:36Z
4641476796,36.1209459,-86.6678526,THolt,5217232,1,45611923,2017-01-29T06:18:52Z
4641476811,36.1208829,-86.6687057,THolt,5217232,1,45611923,2017-01-29T06:18:52Z
4641476916,36.1242753,-86.6705226,THolt,5217232,2,45672265,2017-01-31T03:47:32Z
4641476935,36.1217518,-86.6725590,THolt,5217232,1,45611923,2017-01-29T06:18:53Z
4641477045,36.1272046,-86.6746238,THolt,5217232,1,45611923,2017-01-29T06:18:55Z
4641477060,36.1416247,-86.6947038,THolt,5217232,1,45611923,2017-01-29T06:18:55Z
4641477075,36.1408228,-86.6934005,THolt,5217232,1,45611923,2017-01-29T06:18:55Z
4641477090,36.1386645,-86.6898071,THolt,5217232,1,45611923,2017-01-29T06:18:55Z
4641477127,36.1353433,-86.6892611,THolt,5217232,1,45611923,2017-01-29T06:18:56Z
4641477142,36.1358804,-86.6871379,THolt,5217232,1,45611923,2017-01-29T06:18:56Z
4641477157,36.1363985,-86.6863960,THolt,5217232,1,45611923,2017-01-29T06:18:56Z
4641477172,36.1368281,-86.6845498,THolt,5217232,1,45611923,2017-01-29T06:18:56Z
4641498352,36.1311903,-86.6821571,THolt,5217232,1,45612352,2017-01-29T06:54:06Z
4641498368,36.1317322,-86.6843320,THolt,5217232,1,45612352,2017-01-29T06:54:07Z
4641498383,36.1326622,-86.6804236,THolt,5217232,1,45612352,2017-01-29T06:54:07Z
4641499028,36.1278193,-86.6732336,THolt,5217232,1,45612352,2017-01-29T06:54:07Z
4641499044,36.1251919,-86.6696269,THolt,5217232,1,45612352,2017-01-29T06:54:08Z
4641499059,36.1281492,-86.6692498,THolt,5217232,1,45612352,2017-01-29T06:54:08Z
4641499074,36.1294950,-86.6700076,THolt,5217232,1,45612352,2017-01-29T06:54:08Z
4641499089,36.1280358,-86.6690892,THolt,5217232,1,45612352,2017-01-29T06:54:08Z
4641499104,36.1299378,-86.6701545,THolt,5217232,1,45612352,2017-01-29T06:54:08Z
4641499119,36.1325567,-86.6717139,THolt,5217232,1,45612352,2017-01-29T06:54:09Z
4641499134,36.1328437,-86.6716638,THolt,5217232,1,45612352,2017-01-29T06:54:09Z
4641499149,36.1326832,-86.6697862,THolt,5217232,1,45612352,2017-01-29T06:54:09Z
4641550177,36.1272019,-86.6745590,THolt,5217232,1,45612873,2017-01-29T07:26:22Z
4641550357,36.1261194,-86.6750114,THolt,5217232,2,45672265,2017-01-31T03:47:32Z
